id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>
3146	"hodrick, rj"	-0.3469	0.4353	8	67	129	3
3160	"hoggarth, g"	-0.0019	0.1655	3	127	197	7
3173	"holmstrom, b"	-0.2816	0.5208	4	250	816	19
3179	"hommes, c"	0.5348	0.5904	5	96	193	7
3188	"hong, ym"	-0.4038	-0.6707	1	67	154	4
3189	"honohan, p"	-0.5156	0.1221	1	157	229	5
3207	"hou, kw"	-0.8692	0.2092	1	99	129	2
3208	"houston, jf"	-0.9755	0.2487	1	52	135	3
3210	"hovakimian, a"	-0.8833	0.2151	1	109	155	3
3231	"huang, r"	-0.5795	0.1846	1	132	206	6
3234	"huang, wq"	-0.0728	-0.8227	2	118	219	6
3235	"huang, x"	-0.2767	-0.2824	1	609	2356	64
3236	"huang, xq"	0.9512	-0.1945	2	312	859	20
3256	"hull, j"	-0.1586	-0.0926	1	233	513	14
3258	"hull, john"	-0.2359	0.0666	8	136	213	4
3259	"humphrey, d"	0.276	0.4362	5	110	181	5
3265	"hurd, t"	0.8265	0.8857	6	113	191	5
3267	"hurd, tr"	0.8828	-0.3653	7	287	986	29
3273	"huser, ac"	0.8977	-0.3096	2	304	794	19
3281	"hutton, ap"	-0.5952	0.0405	1	85	117	3
3283	"hwang, h"	-0.5601	-1.1399	9	37	114	2
3289	iais	0.3775	-0.1925	3	86	176	6
3292	"iazzetta, c"	0.833	0.1837	5	187	319	5
3295	"ibragimov, r"	-0.1756	0.0334	1	330	728	18
3309	imf	-0.3162	0.0711	8	234	401	12
3316	"in't veld, d"	0.8744	-0.294	3	342	1241	25
3321	"inaoka, h"	1.2498	-0.1127	3	189	484	13
3322	"inaoka, hajime"	1.0303	0.1559	5	157	235	2
3330	"ingham, g"	0.2351	1.1479	6	81	122	2
3342	international monetary fund (imf)	-0.4303	0.1653	8	146	753	19
3345	"international monetary, fund"	-0.1219	0.1134	1	479	1386	34
3352	"iori, g"	0.8876	0.006	2	592	5244	128
3359	"itkin, a"	0.4721	1.2146	6	43	126	2
3364	"ivashina, v"	-0.3596	0.2179	1	183	420	10
3366	"iyer, r"	-0.1527	0.2313	4	328	883	24
3370	"jacklin, cj"	-0.297	0.6081	4	156	322	8
3373	"jackson, m"	0.5843	0.4338	3	88	176	3
3374	"jackson, mo"	0.709	0.0889	3	444	2161	52
3392	"james, c"	-0.0166	0.3737	3	300	732	17
3402	"janson, s"	1.3624	-0.6233	7	52	184	7
3409	"jarrow, ra"	-0.6007	-0.1548	1	176	443	14
3420	"jensen, mc"	-0.5456	0.2428	1	133	283	7
3430	"ji, q"	-0.9401	-0.5308	1	49	110	5
3439	"jimenez, g"	-0.6664	0.5391	4	114	239	5
3442	"jin, jy"	-0.5509	0.0608	1	58	110	3
3452	"jobst andreas, a"	-0.4991	0.2308	8	51	286	6
3453	"jobst, a"	-0.4433	0.0314	8	94	132	3
3454	"jobst, aa"	-0.546	0.2227	8	111	271	8
3455	"joe, h"	-0.833	-0.2681	1	75	240	11
3460	"johansen, s"	-0.9465	-0.3298	1	82	133	5
3467	"johnson, n"	1.0895	-0.0061	5	152	242	3
3474	"jokipii, t"	-0.3124	0.0249	1	63	100	5
3487	"jorda, o"	-0.7311	0.2733	1	97	154	3
3490	"jorion, p"	-0.5299	-0.1287	1	417	1582	50
3493	"jotikasthira, c"	-0.2924	-0.1391	1	107	159	5
3511	"kacperczyk, m"	-0.5869	0.0532	1	106	219	3
3515	"kahn, cm"	0.144	0.5201	4	66	133	6
3518	"kahneman, d"	0.213	0.2621	5	95	173	6
3527	"kalbaska, a"	-0.8908	-0.3539	1	150	287	9
3529	"kalecki, m"	0.472	1.2138	6	43	126	2
3530	"kalemli-ozcan, s"	-0.9068	-0.0494	1	130	274	7
3531	"kali, r"	0.3243	-0.5859	2	94	139	3
3534	"kallestrup, r"	-0.9285	-0.3994	1	108	200	6
3539	"kambhu, j"	0.618	0.1762	3	144	237	5
3545	"kaminsky, g"	-0.56	0.3532	1	133	180	5
3546	"kaminsky, gl"	-0.8334	-0.0243	1	341	948	28
3548	"kanas, a"	-0.8414	0.1949	1	117	169	5
3550	"kane, ej"	-0.9427	0.3135	1	124	257	6
3555	"kanno, m"	0.6196	-0.3812	3	120	348	14
3566	"kara, gi"	0.6036	-0.1725	7	95	162	3
3567	"karafiath, i"	-0.7374	0.0031	1	86	127	3
3582	"karolyi, ga"	-1.0547	0.1207	1	128	266	5
3593	"kashyap, ak"	-0.2208	0.1207	1	182	329	6
3597	"katz, l"	0.6904	0.0154	3	151	278	6
3600	"kaufman, g"	-0.2255	0.1566	1	184	300	10
3601	"kaufman, gg"	-0.269	0.0626	1	373	827	23
3604	"kaushik, r"	0.472	0.0688	5	174	286	5
3612	"keeley, mc"	-0.7888	0.3652	1	146	221	4
3614	"keen, s"	0.47	1.2082	6	43	244	4
3629	"kendall, mg"	-0.4511	-0.2613	8	145	228	6
3630	"kenett, dy"	0.361	-0.6711	2	210	740	17
3631	"kenourgios, d"	-1.0208	-0.2282	1	56	80	5
3640	"keynes john, maynard"	0.3411	0.952	6	133	209	4
3649	"khandani amir, e"	0.8987	0.3458	3	103	136	2
3651	"khandani, ae"	-0.0162	-0.1643	1	121	216	8
3656	"kho, bc"	-0.897	0.301	1	117	251	4
3660	"khwaja, ai"	-0.7086	0.4656	1	90	143	4
3673	"kim, jb"	-0.5218	0.0452	1	77	190	6
3683	"kindleberger, cp"	-0.1845	0.6015	1	121	205	4
3685	"king, m"	-0.1416	0.8756	6	95	131	3
3686	"king, ma"	-0.9164	-0.1236	1	270	526	14
3701	"kirman, a"	0.6885	0.5628	5	109	178	5
3708	"kivela, m"	1.5185	-0.4732	2	119	222	6
3709	"kiyotaki, n"	-0.0019	0.2727	4	470	1780	45
3720	"kleinberg, jm"	0.5826	0.1203	3	148	253	7
3721	"kleinow, j"	-0.5187	-0.2433	1	82	143	4
3725	"klimek, p"	0.6499	0.0796	5	241	489	10
3731	"klossner, s"	-0.8276	-0.3895	1	96	135	3
3738	"knight, fh"	-0.1617	0.6326	4	52	76	3
3750	"kocherlakota, nr"	0.166	0.942	6	96	154	3
3755	"kodres, le"	-0.6606	0.2314	1	320	654	13
3759	"koenker, r"	-0.6734	-0.3341	1	243	613	25
3772	"kolaczyk, ed"	0.3584	-0.2879	3	92	137	3
3783	"konig, md"	0.7103	0.1768	3	93	172	5
3785	"koop, g"	-0.7735	-0.1779	1	221	440	13
3787	"koopman, sj"	-0.8697	-0.3347	1	89	245	7
3797	"kose, ma"	-0.9326	-0.11	1	70	126	4
3809	"kotz, s"	-0.6958	-0.4528	1	66	116	4
3826	"krause, a"	0.9092	-0.3352	2	276	872	24
3835	"krishnamurthy, a"	0.2733	0.5179	4	202	427	13
3838	"kritzman, m"	-0.3021	0.1808	8	137	256	7
3840	"kromer, e"	0.8124	-0.711	7	85	185	5
3843	"kroszner, rs"	-0.5562	0.3669	1	119	199	6
3847	"krugman, p"	-0.1523	0.2074	1	159	274	8
3850	"kruskal, jb"	0.5409	-0.7338	2	98	139	3
3867	"kupiec, p"	-0.7912	-0.4585	1	103	186	6
3868	"kupiec, ph"	-0.7093	0.2687	4	102	139	3
3882	"kuzubas, tu"	0.343	-0.4923	2	151	251	9
3886	"kyle, as"	-0.3497	0.2202	1	279	558	15
