id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>
5796	"giesecke k, 2011, manage sci, v57, p1387, doi 10.1287/mnsc.1110.1375"	0.6687	0.0431	2	101	136	7
5808	"giglio s, 2016, j financ econ, v119, p457, doi 10.1016/j.jfineco.2016.01.010"	0.4518	-0.5271	2	73	117	6
5834	"girardi g, 2013, j bank financ, v37, p3169, doi 10.1016/j.jbankfin.2013.02.027"	0.902	-0.3817	2	128	249	17
5838	"giudici p, 2016, j bus econ stat, v34, p128, doi 10.1080/07350015.2015.1017643"	0.5425	-0.5815	2	72	104	7
5854	"glasserman p, 2015, j bank financ, v50, p383, doi 10.1016/j.jbankfin.2014.02.006"	-0.2852	-0.1437	1	385	1714	70
5855	"glasserman p, 2016, j econ lit, v54, p779, doi 10.1257/jel.20151228"	-0.2484	-0.2029	1	263	622	27
5882	"glosten lr, 1993, j financ, v48, p1779, doi 10.2307/2329067"	1.1674	-0.2165	2	56	65	5
5902	"gofman m, 2017, j financ econ, v124, p113, doi 10.1016/j.jfineco.2016.12.009"	-0.5758	-0.4864	1	90	118	5
5918	"goldstein i, 2004, j econ theory, v119, p151, doi 10.1016/j.jet.2004.03.004"	0.1894	0.6445	3	122	191	12
5920	"goldstein i, 2005, j financ, v60, p1293, doi 10.1111/j.1540-6261.2005.00762.x"	0.3169	1.0087	3	58	103	6
5994	"gorton g, 1988, oxford econ pap, v40, p751, doi 10.1093/oxfordjournals.oep.a041885"	0.3694	0.6364	3	108	160	10
5995	"gorton g, 1990, j financ, v45, p49, doi 10.2307/2328809"	-0.57	0.6844	3	62	77	5
6011	"gorton g, 2012, j financ econ, v104, p425, doi 10.1016/j.jfineco.2011.03.016"	0.2939	0.2087	3	153	230	13
6014	"gorton g. b, 2010, slapped invisible ha"	-0.7791	0.2562	1	113	135	5
6044	"gourieroux c, 2012, can j econ, v45, p1273, doi 10.1111/j.1540-5982.2012.01750.x"	0.1331	-0.1581	9	94	185	12
6054	"goyal s., 2007, connections intro ec"	-0.4814	0.6124	1	72	95	5
6077	"granger cwj, 1969, econometrica, v37, p424, doi 10.2307/1912791"	0.671	-0.2384	2	112	137	9
6087	"gravelle t, 2013, j bank financ, v37, p2196, doi 10.1016/j.jbankfin.2013.01.007"	0.1786	-0.5018	9	65	123	6
6134	"greenwood r, 2015, j financ econ, v115, p471, doi 10.1016/j.jfineco.2014.11.006"	-0.4292	-0.1466	1	262	796	31
6166	"gropp r, 2004, j int money financ, v23, p405, doi 10.1016/j.jimonfin.2004.01.005"	1.0175	0.213	2	88	112	7
6170	"gropp r, 2009, int j cent bank, v5, p97"	0.5499	-0.2882	5	68	74	6
6209	"gualdi s, 2016, sci rep-uk, v6, doi 10.1038/srep39467"	-0.8988	-0.3311	1	117	203	6
6288	"halaj g, 2013, comput manag sci, v10, p157, doi 10.1007/s10287-013-0168-4"	-0.614	-0.1755	1	250	669	23
6292	"halaj g, 2015, quant financ, v15, p653, doi 10.1080/14697688.2014.968357"	-0.6277	-0.2313	1	196	356	10
6311	"haldane a. g., 2009, communication"	-0.0654	0.0325	1	166	290	13
6324	"haldane a.g., 2009, rethinking financial"	-0.2977	0.0997	1	202	354	12
6329	"haldane ag, 2011, nature, v469, p351, doi 10.1038/nature09659"	-0.4358	-0.0379	1	356	1650	70
6342	"hale g, 2012, j int econ, v88, p312, doi 10.1016/j.jinteco.2012.01.011"	-0.2526	-0.0001	1	142	227	9
6371	"hamao y, 1990, rev financ stud, v3, p281, doi 10.1093/rfs/3.2.281"	1.5706	-0.0787	2	63	79	5
6427	"hanson sg, 2011, j econ perspect, v25, p3, doi 10.1257/jep.25.1.3"	-0.1272	0.3167	3	163	222	8
6437	"hardie wk, 2016, j econometrics, v192, p499, doi 10.1016/j.jeconom.2016.02.013"	0.8535	-0.5443	2	69	111	8
6444	"harrington se, 2009, j risk insur, v76, p785, doi 10.1111/j.1539-6975.2009.01330.x"	1.4992	-0.0266	2	63	76	5
6463	"hartmann p, 2004, rev econ stat, v86, p313, doi 10.1162/003465304323023831"	0.836	0.2981	8	48	68	7
6508	"hatchett jpl, 2009, quant financ, v9, p373, doi 10.1080/14697680802464162"	-0.3411	0.3645	6	75	114	8
6531	"hautsch n, 2014, int j forecasting, v30, p781, doi 10.1016/j.ijforecast.2013.09.004"	0.6261	-0.3262	2	157	252	12
6532	"hautsch n, 2015, rev financ, v19, p685, doi 10.1093/rof/rfu010"	0.3595	-0.3679	2	197	393	20
6582	"heider f, 2015, j financ econ, v118, p336, doi 10.1016/j.jfineco.2015.07.002"	-1.0438	0.2415	1	85	135	6
6595	"heise s, 2012, eur phys j b, v85, doi 10.1140/epjb/e2012-20740-0"	-0.3067	-0.3496	6	84	117	8
6616	"hellwig mf, 2009, economist-netherland, v157, p129, doi 10.1007/s10645-009-9110-0"	-0.0855	-0.6404	4	63	72	6
6681	"hill bm, 1975, ann stat, v3, p1163, doi 10.1214/aos/1176343247"	-0.4392	0.3802	8	73	89	6
6707	"ho tsy, 1985, j financ, v40, p977, doi 10.1111/j.1540-6261.1985.tb05026.x"	-0.8238	0.3465	1	101	152	5
6749	"holmstrom b, 1997, q j econ, v112, p663, doi 10.1162/003355397555316"	0.1908	0.5854	3	84	100	6
6750	"holmstrom b, 1998, j polit econ, v106, p1, doi 10.1086/250001"	0.0112	0.8141	3	101	156	8
6827	"huang r, 2011, j financ intermed, v20, p248, doi 10.1016/j.jfi.2010.06.003"	0.5767	0.4942	3	72	88	6
6836	"huang x, 2009, j bank financ, v33, p2036, doi 10.1016/j.jbankfin.2009.05.017"	0.3374	0.0653	2	256	526	28
6838	"huang x, 2012, j financ serv res, v42, p55, doi 10.1007/s10693-011-0117-8"	0.2381	-0.263	2	137	219	10
6839	"huang x, 2012, j financ stabil, v8, p193, doi 10.1016/j.jfs.2011.10.004"	0.2519	-0.1057	7	116	156	8
6852	"huang xq, 2013, sci rep-uk, v3, doi 10.1038/srep01219"	-0.6456	-0.1129	1	208	501	20
6896	"humphrey d, 1986, technology regulatio, p97"	-0.2067	0.7508	7	65	87	5
6910	"hurd t. r., 2016, contagion systemic r"	-0.4931	-0.5379	4	113	213	9
6930	"huser ac, 2015, j netw theory financ, v1, p1"	-0.8839	-0.3743	1	133	262	10
6966	"ibragimov r, 2011, j financ econ, v99, p333, doi 10.1016/j.jfineco.2010.08.015"	0.177	0.1531	3	180	298	15
7004	"in't veld d, 2014, j bank financ, v49, p27, doi 10.1016/j.jbankfin.2014.08.006"	-0.4952	-0.1938	1	248	689	23
7094	"iori g, 2006, j econ behav organ, v61, p525, doi 10.1016/j.jebo.2004.07.018"	-0.4308	0.0656	1	335	1363	57
7097	"iori g, 2008, j econ dyn control, v32, p259, doi 10.1016/j.jedc.2007.01.032"	-0.5134	-0.0272	1	324	1489	57
7098	"iori g, 2015, j econ dyn control, v50, p98, doi 10.1016/j.jedc.2014.08.016"	-1.0302	-0.0116	1	138	206	5
7115	"ivashina v, 2010, j financ econ, v97, p319, doi 10.1016/j.jfineco.2009.12.001"	0.5176	0.3197	3	116	155	7
7119	"iyer r, 2011, rev financ stud, v24, p1337, doi 10.1093/rfs/hhp105"	0.3515	0.1904	3	164	266	15
7132	"jacklin cj, 1988, j polit econ, v96, p568, doi 10.1086/261552"	0.2264	0.9249	3	71	113	6
7143	"jackson m.o., 2010, social ec networks"	-0.3967	0.0328	1	149	256	9
7144	"jackson mo, 1996, j econ theory, v71, p44, doi 10.1006/jeth.1996.0108"	-0.605	0.3722	1	119	186	8
7150	"jackson mo, 2008, social and economic networks, p1"	-0.3823	0.3402	1	188	387	18
7172	"james c, 1991, j financ, v46, p1223, doi 10.2307/2328857"	0.0413	0.2602	3	199	376	13
7341	"jorion p, 2007, j financ econ, v84, p860, doi 10.1016/j.jfineco.2006.06.001"	0.8697	0.1328	2	140	231	15
7342	"jorion p, 2009, j financ, v64, p2053, doi 10.1111/j.1540-6261.2009.01494.x"	0.6939	0.1501	2	212	351	18
7351	"jotikasthira c, 2012, j financ, v67, p2015, doi 10.1111/j.1540-6261.2012.01780.x"	0.432	-0.4093	4	73	92	5
7396	"kalbaska a, 2012, j econ behav organ, v83, p657, doi 10.1016/j.jebo.2012.05.010"	1.547	-0.3271	2	64	101	7
7434	"kaminsky gl, 1999, am econ rev, v89, p473, doi 10.1257/aer.89.3.473"	0.8934	0.1913	2	93	117	7
7436	"kaminsky gl, 2000, j int econ, v51, p145, doi 10.1016/s0022-1996(99)00040-9"	1.0476	0.249	2	84	107	8
7438	"kaminsky gl, 2003, j econ perspect, v17, p51, doi 10.1257/089533003772034899"	1.4325	-0.0372	2	69	87	6
7457	"kanno m, 2015, j financ stabil, v20, p105, doi 10.1016/j.jfs.2015.08.006"	-0.0115	-0.3718	7	59	80	5
7524	"katz l, 1953, psychometrika, v18, p39"	-0.169	0.06	1	99	143	5
7528	"kaufman g. g., 1994, j financial services, v8, p123, doi 10.1007/bf01053812"	0.3518	0.2532	3	196	332	17
7530	"kaufman g., 2003, indep rev, v7, p371"	0.0277	0.1834	9	99	135	7
7574	"kendall mg, 1938, biometrika, v30, p81, doi 10.2307/2332226"	0.7875	-0.1977	2	64	75	5
