银行,年份,资产：现金及存放中央银行款项,资产：存放同业和其它金融机构款项,资产：贵金属,资产：拆出资金,资产：交易性金融资产,资产：衍生金融资产,资产：买入返售金融资产,资产：应收利息,资产：发放贷款及垫款,资产：可供出售金融资产,资产：持有至到期投资,资产：长期股权投资,资产：应收款项类投资,资产：固定资产,资产：无形资产,资产：递延所得税资产,资产：投资性房地产,资产：其他资产,资产：资产总计,负债：同业和其它金融机构存放款项,负债：向中央银行借款,负债：拆入资金,负债：衍生金融负债,负债：卖出回购金融资产款,负债：吸收存款,负债：应付职工薪酬,负债：应交税费,负债：应付利息,负债：应付债券,负债：递延所得税负债,负债：预计负债,负债：其他负债,负债：负债差额(特殊报表科目),负债：负债合计,所有者权益：股本,所有者权益：资本公积金,所有者权益：其它综合收益,所有者权益：盈余公积金,所有者权益：未分配利润,所有者权益：一般风险准备,所有者权益：归属于母公司所有者权益合计,所有者权益：少数股东权益,所有者权益：所有者权益合计,所有者权益：负债及股东权益总计,资产差额(特殊报表科目),负债：交易性金融负债,所有者权益：外币报表折算差额,资产：代理业务资产,资产：商誉,资产差额(合计平衡项目),负债：代理业务负债,负债：负债差额(合计平衡项目),所有者权益：其它权益工具,所有者权益：　　其它权益工具：优先股,所有者权益：减：库存股,所有者权益：未确认的投资损失,所有者权益：股东权益差额(特殊报表科目),所有者权益：股权权益差额(合计平衡项目),负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),资产：　　拆出资金,负债：　　向中央银行借款,负债：　　拆入资金,负债：　　卖出回购金融资产款,其它综合收益
焦作市商业银行,2013,3505.99,1.84,NA,NA,NA,NA,NA,60.62,9016.7000000000007,NA,6736.3,NA,NA,209,14.17,54.01,6.3,490.27,20095.2,604.15,471.03,310,NA,2308.6,13382.1,42.1,32.94,154.97999999999999,NA,NA,NA,1177.76,NA,18483.650000000001,1430.53,10.72,NA,55.4,114.9,NA,1611.55,NA,1611.55,20095.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
焦作市商业银行,2014,3470.16,835.51,NA,NA,NA,NA,NA,57.91,11386.48,NA,8410.93,NA,1731.93,186.84,29.11,76.739999999999995,25.65,852.58,27063.85,3747.75,94.02,900,NA,2502.6999999999998,16624.650000000001,48.9,40.93,249.91,NA,NA,NA,81.03,NA,24289.88,2401.84,26.26,NA,80.11,240.76,25,2773.97,NA,2773.97,27063.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
焦作市商业银行,2015,6643.67,2145.15,NA,NA,NA,NA,NA,54.84,16546.93,NA,12373.7,NA,2463.83,203.62,36.9,111.61,1.3,803.82,41385.370000000003,8805.9,32.15,900,NA,1147.8499999999999,25493.35,92.48,88.45,298.14999999999998,NA,NA,NA,295.35000000000002,NA,37153.67,3295.18,258.93,NA,116.01,346.57,215,4231.7,NA,4231.7,41385.370000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
珠海农商行,2008,1913.68,90.6,NA,NA,NA,NA,4460.1400000000003,37.71,6322.86,1800.02,NA,10,NA,58.09,NA,32.4,NA,131.5,14857.01,155.13999999999999,NA,NA,NA,NA,10536.77,13.89,34.53,105,NA,22.51,NA,11.8,NA,14314.3,302,67.52,NA,14.39,85.94,72.86,542.71,NA,542.71,14857.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3434.67,NA
珠海农商行,2009,2145.35,30.2,NA,NA,NA,NA,4420.66,29.26,6957.03,1259.52,520.83000000000004,10,NA,56.75,NA,46.44,NA,50.58,15526.63,374.21,NA,NA,NA,NA,11959.96,17.59,36.020000000000003,106.52,NA,3.11,NA,214.74,NA,14963,302,9.34,NA,22.3,159.36000000000001,70.64,563.63,NA,563.63,15526.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250.85,NA
珠海农商行,2010,2710.96,91.67,NA,NA,NA,NA,4411.72,28.15,8261.2099999999991,1639.74,421.33,20,NA,68.48,NA,43.85,NA,61.09,17758.21,900.08,NA,NA,NA,NA,14236.1,28.56,37.08,115.82,NA,1.22,NA,46.75,NA,16614.77,800,3.65,NA,38.11,301.68,NA,1143.44,NA,1143.44,17758.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1249.1500000000001,NA
珠海农商行,2011,3216.91,1137.04,NA,NA,NA,NA,4475.7,39.96,9394.81,1090.6099999999999,989.19,20,NA,77.61,NA,38.94,NA,151.85,20632.63,1995.35,NA,NA,NA,NA,14077.83,56.28,92.41,170.94,NA,NA,NA,176.16,NA,19402.27,800,NA,NA,57.98,372.37,NA,1230.3499999999999,NA,1230.3499999999999,20632.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,2633.3,NA
珠海农商行,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2156.02,NA,NA,NA,NA,18007.189999999999,23.01,58.97,254.17,NA,NA,NA,311.20999999999998,NA,23092.16,800,-0.81,NA,85.34,322.64999999999998,45.85,1253.03,NA,1253.03,24345.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.64,NA,2168.94,NA
珠海农商行,2013,5026.2,2595.17,NA,NA,152.5,NA,2787.67,87.05,12124.06,2519.7399999999998,1837.19,30,NA,150.62,NA,110.52,NA,776.74,28197.47,2188.7600000000002,NA,NA,NA,NA,22345.51,28.83,50.26,347.37,NA,NA,NA,659.75,NA,26314.77,1051.26,249.18,NA,108.97,401.44,71.84,1882.69,NA,1882.69,28197.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.57,NA,376.72,NA
珠海农商行,2014,5932.7,2206.56,NA,NA,NA,NA,1463.23,126.73,13545.8,6206.04,2979.59,NA,NA,185.84,NA,136.12,NA,3076.68,35859.31,4678.76,NA,NA,NA,NA,24943.040000000001,40.130000000000003,104.52,445.07,NA,0.76,NA,2675.51,NA,33647.79,1100,300.04000000000002,NA,139.66999999999999,567.07000000000005,102.45,2211.52,NA,2211.52,35859.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760,2.29
珠海农商行,2015,5550.19,5515.07,NA,NA,2063.89,NA,2798.47,321.91000000000003,15855.5,14156.27,3138.28,NA,NA,183.91,NA,171.85,33.36,2960.6,52749.3,8252.4599999999991,NA,NA,NA,NA,29652.15,37.119999999999997,133.97,472.98,600,23.61,NA,2739.61,NA,50131.89,1100,300.04000000000002,NA,176.71,843.07,136.01,2617.41,NA,2617.41,52749.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,8040,61.58
盛京银行,2004,2542.21,743.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,27095.7,154.81,NA,NA,NA,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,27423.439999999999,639.74,3.57,NA,124.07,-1095.1199999999999,NA,-327.74,NA,-327.74,27095.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
盛京银行,2005,3394.35,2602.8000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09,NA,NA,NA,37080.15,266.31,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,35697.769999999997,1895.42,3.57,NA,124.07,-640.69000000000005,NA,1382.37,NA,1382.37,37080.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
盛京银行,2006,6544.82,2389.4299999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,55300.9,117.38,NA,NA,NA,4882.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,52517.1,3000.01,3.62,NA,127.82,-347.64,NA,2783.8,NA,2783.8,55300.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
盛京银行,2007,13041.09,3805.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.43,NA,NA,NA,80939.75,78.239999999999995,NA,NA,NA,6863.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,77347.320000000007,3000.01,3.62,NA,127.36,461.44,NA,3592.43,NA,3592.43,80939.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
盛京银行,2008,14712.8,9405.35,NA,NA,3352.3,NA,5780.85,518.38,48236.93,16672.12,11070.81,291.99,NA,1184.95,37.119999999999997,232.96,NA,3526.77,115023.33,15433.72,NA,200,NA,7731.6,81370.25,45.67,-157.47,1111.98,1205.5,224.08,NA,1991.87,NA,109157.19,3396.01,1455.78,NA,173.97,442.85,401.72,5866.14,NA,5866.14,115023.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
盛京银行,2009,21310.84,18056.09,NA,500,4524.0600000000004,NA,5912.26,594.09,66998.880000000005,14076.6,19767.41,353.69,NA,2343.04,46.9,63.05,NA,3603.33,158150.25,17964.439999999999,NA,1700,NA,28067.91,100676.08,42.99,-212.6,1106.6500000000001,1205.5,27.98,NA,1935.83,NA,152514.78,3396.01,907.77,NA,334.85,521.12,475.73,5635.47,NA,5635.47,158150.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
盛京银行,2010,30934.97,12821.9,NA,NA,1026.81,NA,30324.84,646.28,81690.87,14680.51,23057.41,408.81,NA,2388.39,48.14,17.72,NA,3271.65,201318.29,28650.61,NA,425,NA,27707.74,132507.15,3.39,46.23,1408.61,1200,0.43,NA,2247.06,NA,194196.2,3396.01,814.95,NA,434.08,1872.43,604.62,7122.09,NA,7122.09,201318.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
盛京银行,2011,48145.120000000003,16235.41,0,0,304.89,0,4274.1899999999996,1030.8,96762.45,18491.060000000001,28717.79,563.96,2139.4499999999998,2298.52,43.02,37.229999999999997,0,2162.91,221206.79,13138.46,0,1560.41,0,19142.509999999998,171474.49,169.11,130.97999999999999,1553.53,2100,0,0,579.62,NA,209849.11,3696.01,2268.5100000000002,NA,874.23,3401.9,1117.04,11357.68,0,11357.68,221206.79,NA,0,0,NA,NA,-0.01,NA,NA,NA,NA,0,NA,NA,-0.01,NA,NA,NA,NA,NA,NA,NA
盛京银行,2012,53692.07,62276.49,NA,3000,301.02999999999997,NA,8929.93,1380.99,112271.2,22656.21,28050.06,267.45999999999998,15964.62,2265.9,28.94,175.55,NA,1981.13,313241.58,38553.61,NA,5620.14,NA,40773.449999999997,207987.23,317.36,455.5,2410.5300000000002,2100,NA,NA,365.94,NA,298583.76,3696.01,2022.38,27.48,1223.44,6072.63,1224.1300000000001,14266.07,391.76,14657.82,313241.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
盛京银行,2013,65238.09,62233.23,NA,61.02,NA,NA,15706.26,2171.79,131557.89000000001,13069.78,35399.660000000003,287.18,25312.59,2326.44,42.77,238.21,NA,1787.26,355432.17,41327.5,NA,1189.97,NA,20919.47,262912.73,323.69,622.08000000000004,4825.6400000000003,900,NA,NA,940.65,NA,333961.73,4096.01,3822.38,-248.7,1709.16,8358.81,3317.75,21055.41,415.03,21470.44,355432.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
盛京银行,2014,72079.240000000005,85560.98,NA,1513.87,NA,NA,25941.59,5379.59,155946.85999999999,25437.14,40627.47,NA,86122.2,3409.12,113.1,141.09,NA,1098.26,503370.51,92072.92,NA,3667.72,NA,42089.97,315943.78999999998,419.32,965.16,7339.69,3100,NA,NA,1638.45,NA,467237.03,5646.01,11106.92,565.57000000000005,2733.4,12101.93,3545.73,35699.550000000003,433.93,36133.49,503370.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
盛京银行,2015,63787.73,84618.38,NA,1017.29,1462.02,NA,32252.18,6855.57,191531.73,27359.93,51761.24,NA,234508.22,4057.42,126.94,464.89,NA,1824.98,701628.5,100617.15,6800,11370.47,NA,47085.57,402379.09,436.81,1180.9000000000001,9816.6200000000008,78485.440000000002,NA,NA,1741.51,NA,659913.55000000005,5796.68,11855.5,618.04,3893.85,12927.82,6176.64,41268.53,446.43,41714.949999999997,701628.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绍兴银行,2006,2539.19,1106.6600000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19636.37,58.34,NA,NA,NA,NA,NA,NA,82.55,NA,NA,NA,NA,NA,NA,18888.900000000001,556.02,31.87,NA,39.43,120.15,NA,747.47,NA,747.47,19636.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绍兴银行,2007,3477.32,1231.4000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23000.720000000001,1.71,NA,NA,NA,500,NA,NA,97.09,NA,NA,NA,NA,NA,NA,21443.05,983.65,245.68,NA,68.19,260.14,NA,1557.67,NA,1557.67,23000.720000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绍兴银行,2008,4202.18,2613.7800000000002,NA,NA,NA,NA,350.34,43.85,18024.77,NA,2733.71,35.01,NA,169.58,NA,91.41,85.21,1030.02,29379.85,1500.34,NA,NA,NA,745,23557.72,7.25,78.19,250.74,NA,NA,11.78,1237.67,NA,27388.69,983.65,245.68,NA,77.45,486.38,198,1991.16,NA,1991.16,29379.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绍兴银行,2009,5024.41,2139.39,NA,NA,1269.69,NA,951.29,53.8,19654.990000000002,755.29,1830.22,35.01,200,176.92,NA,130.9,79.61,1096.68,33398.19,1500.16,NA,NA,NA,NA,28442.87,5.86,47.17,230.36,NA,NA,18.68,1059.97,NA,31305.05,983.65,241.47,NA,148.54,481.47,238,2093.13,NA,2093.13,33398.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绍兴银行,2010,6514.33,1649.42,NA,NA,325.25,NA,632.57000000000005,85.61,22556.33,692.26,2384.3000000000002,35.01,180,352.4,114.3,156.53,74.010000000000005,85.68,35838,1200.1199999999999,NA,NA,NA,400,31181.56,44.09,77.38,267.85000000000002,NA,NA,NA,243.44,NA,33414.449999999997,983.65,233.46,NA,261.47000000000003,646.96,298,2423.5500000000002,NA,2423.5500000000002,35838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绍兴银行,2011,7579.74,2888.69,NA,NA,326.27999999999997,NA,NA,95.31,24348.26,702.46,1899.32,35.01,414,395.91,115.82,121.37,68.42,60.1,39050.69,2260.29,400,NA,NA,300,32550.52,52.37,31.65,389.33,NA,NA,NA,164.08,NA,36148.239999999998,983.65,243.34,NA,364.5,903.78,358,2853.28,49.17,2902.45,39050.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绍兴银行,2012,8617.4699999999993,2428.7600000000002,NA,NA,811.03,NA,2299.13,133.88999999999999,26029.25,757.35,2467.3000000000002,35.01,832.68,510.1,122.77,141.78,62.82,111.03,45360.37,2568.36,410,NA,NA,2104.2600000000002,35239.18,49.96,65.540000000000006,506.56,NA,0.83,NA,1221.96,NA,42166.64,983.65,242.31,NA,456.24,978.15,478,3138.36,55.38,3193.73,45360.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绍兴银行,2013,9701.9,3466.38,NA,25,1484.48,NA,616.1,160.01,29207.57,805.03,2619.9299999999998,34.01,1997.81,573.62,123.42,138.6,53.79,114.78,51122.41,3233.88,600,NA,NA,2328,39284.49,83.59,74.17,614.86,498.48,NA,NA,345.98,NA,47063.44,1209.3,633.23,NA,544.12,1017.08,598,4001.72,57.24,4058.97,51122.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绍兴银行,2014,9337.75,1459.82,NA,200,1863.8,NA,215.5,237.06,32447.63,1103.74,2836.39,NA,4652.83,588.79,123.5,139.35,48.58,514.04999999999995,55768.78,2549,530,NA,NA,4064.9,40226.839999999997,68.42,35.299999999999997,746.45,2641.34,4.4800000000000004,NA,542.4,NA,51446.69,1307.6600000000001,658.58,3.81,571.85,1012.42,698,4252.3100000000004,69.78,4322.08,55768.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绍兴银行,2015,9500.99,2239.4699999999998,NA,200,2950.14,NA,100,343.45,36113.24,1890.63,3835.84,NA,27826.21,624.07000000000005,128.46,172.72,43.22,578.28,86546.72,9066.57,640,NA,NA,5548.4,47592.13,111.08,69.27,825.07,17726.89,25.92,NA,287.47000000000003,NA,81943.81,1307.6600000000001,658.58,29.69,606.91,867.25,1065.0999999999999,4535.1899999999996,67.72,4602.91,86546.72,NA,NA,NA,NA,NA,NA,NA,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绵阳市商业银行,2006,857.49,69.14,NA,NA,NA,NA,NA,1.66,NA,NA,NA,4.79,NA,67.63,2.52,NA,NA,NA,5973.24,132.66,NA,NA,NA,NA,NA,NA,4.28,17.22,NA,NA,NA,NA,NA,5763.42,164.63,NA,NA,25.98,19.21,NA,209.82,NA,209.82,5973.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绵阳市商业银行,2007,967.45,81.27,NA,NA,NA,NA,NA,21.71,NA,NA,NA,5.89,NA,65.81,3.61,NA,NA,NA,7871.07,334.45,NA,NA,NA,NA,NA,NA,6.65,29.29,NA,NA,NA,NA,NA,7645.29,164.63,0,NA,38.54,22.6,NA,225.77,NA,225.77,7871.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绵阳市商业银行,2008,2912.78,321.97000000000003,NA,NA,NA,NA,250,26.54,5337.24,NA,1740.95,13.25,NA,87.93,3.35,NA,NA,284.73,11391.73,182.01,NA,NA,NA,900,9552.94,3.85,6.01,NA,NA,NA,NA,382.95,8.48,11036.24,227.63,0,NA,22.94,21.1,31.5,303.18,NA,303.18,11339.42,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绵阳市商业银行,2010,4494.18,385.36,NA,NA,NA,NA,NA,92.33,9120.24,NA,6499.73,18.100000000000001,NA,106.17,6.15,NA,NA,229.66,21149.439999999999,163.02000000000001,NA,NA,NA,1000,18690.71,3.71,18.53,45.88,110,NA,NA,273.23,28.63,20333.7,300.63,NA,NA,54.18,382.42,78.5,815.73,NA,815.73,21149.439999999999,197.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绵阳市商业银行,2011,4869.5200000000004,734.18,NA,NA,NA,NA,300,47.1,11875.68,NA,4218.72,18.100000000000001,NA,103.67,4.7699999999999996,32.64,NA,983.39,23384.38,480.3,NA,NA,NA,1984,18280.27,2.2400000000000002,131.1,85.95,110,NA,NA,1100.8599999999999,55.21,22229.919999999998,420.88,NA,NA,187.82,445.25,100.51,1154.46,NA,1154.46,23384.38,196.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绵阳市商业银行,2012,7676.76,1904.54,NA,NA,NA,NA,300,152.91,13465.91,NA,9351.49,18.100000000000001,NA,107.3,7.66,45,NA,1051.99,34207.339999999997,1062.33,300,NA,NA,7598.2,22170.66,2.25,168.08,161.75,110,NA,NA,1079.04,28.34,32680.639999999999,420.88,NA,NA,356.77,617.52,131.53,1526.7,NA,1526.7,34207.339999999997,125.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绵阳市商业银行,2013,8040.26,409.44,NA,NA,1730.79,NA,10403.26,171.96,15825.64,NA,5291.84,318.10000000000002,NA,131.58000000000001,6.37,63.53,NA,NA,42504.02,510.04,NA,NA,NA,13043.22,26336.21,5.41,177.78,302.82,110,NA,NA,23.8,33.08,40542.370000000003,420.88,NA,NA,500.15,625.16999999999996,415.45,1961.66,NA,1961.66,42504.02,111.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绵阳市商业银行,2014,7651.66,987.49,NA,NA,3543.07,NA,7245.34,273.88,18683.32,7.75,4985,337.19,426.18,122.97,4.88,98.47,NA,0,44586.23,997.5,317.88,NA,NA,11234.99,28519.08,23.94,131.12,430.56,NA,NA,NA,37.630000000000003,49.47,41742.160000000003,420.88,409.23,NA,752.15,846.35,415.45,2844.07,NA,2844.07,44586.23,219.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
绵阳市商业银行,2015,7879.06,1032.8699999999999,NA,NA,6021.68,NA,8571.09,432.43,21558.09,7.75,5003,193.45,1484.34,112.32,10.09,112.77,NA,0,52696.639999999999,932.49,720,100,NA,15002.59,31175.61,30.79,57.3,543.69000000000005,NA,NA,NA,178.74,41.52,48782.720000000001,622,854.74,NA,858.22,1163.5,415.45,3913.92,NA,3913.92,52696.639999999999,277.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
苏州银行,2009,5390.99,2654.84,NA,NA,NA,NA,NA,NA,18286.98,NA,NA,5404.82,118.93,551.38,196.96,6.09,NA,NA,32734.97,323.23,NA,NA,NA,2200,27544.18,84.14,48.15,NA,NA,NA,NA,NA,428.98,30628.68,933.39,302.01,NA,285.64999999999998,350.86,234.38,2106.29,NA,2106.29,32734.97,123.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
苏州银行,2010,7543.79,10135.82,NA,NA,NA,NA,5580.73,NA,21989,NA,NA,7425.65,NA,839.12,195.64,NA,NA,NA,54165.96,172.84,NA,NA,NA,3031.22,37305.379999999997,90.23,93.51,NA,NA,NA,NA,NA,730.34,41423.519999999997,3000,8525.3700000000008,NA,406.23,530.73,280.11,12742.44,NA,12742.44,54165.96,456.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
苏州银行,2011,12135.88,11477.7,NA,NA,NA,NA,9063.0400000000009,369.42,31181.42,6466.09,6925.67,431.08,3308.32,1309.1600000000001,205.49,130.58000000000001,NA,79.58,83083.42,847.05,NA,NA,NA,14567.95,52884.77,184.2,145.46,573.69000000000005,NA,23.69,NA,123.94,NA,69350.759999999995,3000,8552.98,NA,601.54999999999995,1077.97,372.09,13604.59,128.07,13732.66,83083.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
苏州银行,2012,15734.35,12256.25,9.27,100,151.13,NA,32291.35,716.55,41894.410000000003,8476.7000000000007,6389.49,471.26,7394.11,1971.59,202.15,103.58,13.77,194.85,128420.26,13185.83,70,1960.87,NA,25815.32,70662.179999999993,271.43,239.78,1026.94,NA,NA,NA,277.33999999999997,NA,113509.69,3000,8723.81,NA,739.58,1375.2,921.18,14759.77,150.80000000000001,14910.57,128420.26,49.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
苏州银行,2013,21462.05,28743.86,17.690000000000001,3431.16,NA,NA,21792.55,1099.19,53181.06,11328.08,5110.49,462.41,14477.15,2025.03,307.25,275.3,12.65,166.7,163959.62,28661.32,8,515.04,NA,19767.09,96348.91,327.36,316.10000000000002,1786.28,NA,NA,NA,585.79999999999995,NA,148315.9,3000,8406.68,NA,961.29,1602.35,1470.55,15440.87,202.86,15643.73,163959.62,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
苏州银行,2014,26259.34,27236.3,10.32,5983,1516.21,NA,14760.75,1315.83,70076.94,19908.04,5025.01,380.02,28295.69,2136.17,323.37,294.67,11.44,657.44,204249.92,43581.1,894.25,1207.18,NA,11111.49,123935.43,552,454.73,2626.02,2000,NA,NA,486.95,18.399999999999999,186867.55,3000,8577.65,345.87,1209.8800000000001,1938.98,2045.27,17117.66,264.70999999999998,17382.37,204249.92,59.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
苏州银行,2015,24338.75,12874.45,0.43,8359.11,2114.29,NA,9071.01,1217.95,86501.93,27830.27,6019.33,361.44,47683.33,3498.52,357.89,369.93,1.07,169.99,230901.38,48398.05,45.95,2549.3200000000002,NA,10559.56,132213.63,485.51,408.09,3297.17,12476.4,NA,NA,823.58,17.25,211277.62,3000,8578.49,680.61,1474.95,2163.04,2771.17,18668.25,955.5,19623.759999999998,230901.38,131.69999999999999,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
苏格兰皇家银行,2010,NA,NA,NA,NA,NA,NA,NA,NA,6833.25,NA,NA,NA,NA,NA,NA,NA,NA,21573.39,28406.639999999999,NA,NA,NA,NA,NA,10523.22,NA,NA,NA,NA,NA,NA,13484.06,NA,24007.279999999999,NA,NA,NA,NA,NA,NA,4399.3599999999997,NA,4399.3599999999997,28406.639999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
苏格兰皇家银行,2011,NA,NA,NA,NA,NA,NA,NA,NA,4646.88,NA,NA,NA,NA,NA,NA,NA,NA,18396.2,23043.08,NA,NA,NA,NA,NA,8588.66,NA,NA,NA,NA,NA,NA,9658.26,NA,18246.919999999998,NA,NA,NA,NA,NA,NA,4796.16,NA,4796.16,23043.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
