keyword	TC	Centrality	Burst	PY	BurstBegin	BurstEnd	Span	HalfLife2	Status	WaitingTime
Furfine CH, 2003, J MONEY CREDIT BANK, V35, P111, DOI 10.1353/mcb.2003.0004	12.0	0.0	7.8276	2003	2010	2011	2	8.0	1	7
Brunnermeier MK, 2013, J FINANC, V68, P483, DOI 10.1111/jofi.12005	9.0	0.0	3.4913	2013	2016	2017	2	4.0	1	3
Allen F, 2004, ECONOMETRICA, V72, P1023, DOI 10.1111/j.1468-0262.2004.00525.x	7.0	0.0	4.5645	2004	2010	2011	2	6.0	1	6
Hautsch N, 2015, REV FINANC, V19, P685, DOI 10.1093/rof/rfu010	39.0	0.0	4.0067	2015	2018	2020	3	3.0	1	3
Cont R, 2016, MATH FINANC, V26, P835, DOI 10.1111/mafi.12071	9.0	0.0	3.0037	2016	2018	2020	3	3.0	1	2
Iori G, 2006, J ECON BEHAV ORGAN, V61, P525, DOI 10.1016/j.jebo.2004.07.018	16.0	0.0	8.895	2006	2010	2013	4	6.0	1	4
Acharya VV, 2007, J FINANC INTERMED, V16, P1, DOI 10.1016/j.jfi.2006.06.001	23.0	0.0	10.1277	2007	2010	2014	5	6.0	1	3
Forbes K, 2012, 18465 NBER, V0, P0	6.0	0.0	3.0124	2012	2014	2015	2	2.0	1	2
DellAriccia G, 2008, J FINANC INTERMED, V17, P89, DOI 10.1016/j.jfi.2007.06.001	9.0	0.0	3.2783	2008	2010	2015	6	6.0	1	2
Cifuentes R, 2005, J EUR ECON ASSOC, V3, P556, DOI 10.1162/jeea.2005.3.2-3.556	26.0	0.0	14.4642	2005	2010	2013	4	7.0	1	5
Lux T, 2015, J ECON DYN CONTROL, V52, P0, DOI 10.1016/j.jedc.2014.09.038	8.0	0.0	3.1032	2015	2016	2017	2	2.0	1	1
von Hagen J, 2011, EUR J POLIT ECON, V27, P36, DOI 10.1016/j.ejpoleco.2010.07.002	16.0	0.0	3.1455	2011	2014	2017	4	5.0	1	3
Elsinger H, 2006, MANAGE SCI, V52, P1301, DOI 10.1287/mnsc.1060.0531	26.0	0.0	12.236	2006	2010	2014	5	7.0	1	4
Hale G, 2012, J INT ECON, V88, P312, DOI 10.1016/j.jinteco.2012.01.011	9.0	0.0	3.0037	2012	2018	2020	3	6.0	1	6
Acemoglu D, 2015, AM ECON REV, V105, P564, DOI 10.1257/aer.20130456	146.0	0.0	9.063	2015	2018	2020	3	3.0	1	3
Jorion P, 2007, J FINANC ECON, V84, P860, DOI 10.1016/j.jfineco.2006.06.001	26.0	0.0	10.8472	2007	2010	2014	5	6.0	1	3
Elsinger H, 2006, INT J CENT BANK, V2, P137, DOI DOI 10.2139/SSRN.787929	5.0	0.0	2.9846	2006	2012	2013	2	7.0	1	6
@PHRASEinference	12.0	0.0	4.8689	2012	2012	2015	4	2.0	1	0
Haldane A G, 2009, COMMUNICATION, V0, P0	14.0	0.0	5.6812	2009	2012	2015	4	5.0	1	3
Bernoth K, 2012, J INT MONEY FINANC, V31, P639, DOI 10.1016/j.jimonfin.2011.10.006	18.0	0.0	2.8228	2012	2016	2017	2	5.0	1	4
Glasserman P, 2015, J BANK FINANC, V50, P383, DOI 10.1016/j.jbankfin.2014.02.006	82.0	0.0	5.1928	2015	2018	2020	3	3.0	1	3
@PHRASEoil price	18.0	0.0	3.5391	2014	2014	2017	4	2.0	1	0
Reboredo JC, 2016, J BANK FINANC, V62, P76, DOI 10.1016/j.jbankfin.2015.10.011	13.0	0.0	4.3398	2016	2018	2020	3	2.0	1	2
Blanco R, 2005, J FINANC, V60, P2255, DOI 10.1111/j.1540-6261.2005.00798.x	5.0	0.0	2.9846	2005	2012	2013	2	8.0	1	7
Reboredo JC, 2015, J INT MONEY FINANC, V51, P214, DOI 10.1016/j.jimonfin.2014.12.002	37.0	0.0	3.4081	2015	2017	2020	4	3.0	1	2
Shleifer A, 2010, J FINANC ECON, V97, P306, DOI 10.1016/j.jfineco.2009.10.007	22.0	0.0	3.7919	2010	2012	2016	5	5.0	1	2
Silva TC, 2016, MACHINE LEARNING COM, V0, P0	8.0	0.0	3.1032	2016	2016	2017	2	0.0	1	0
@PHRASEbank run	17.0	0.0	3.2059	2010	2010	2013	4	8.0	1	0
Drehmann M, 2013, J FINANC INTERMED, V22, P586, DOI 10.1016/j.jfi.2013.08.001	33.0	0.0	3.7906	2013	2016	2017	2	4.0	1	3
Reinhart CM, 2009, THIS TIME IS DIFFERENT: EIGHT CENTURIES OF FINANCIAL FOLLY, V0, P1	72.0	0.0	11.7079	2009	2010	2015	6	6.0	1	1
Pan J, 2008, J FINANC, V63, P2345, DOI 10.1111/j.1540-6261.2008.01399.x	10.0	0.0	5.022	2008	2014	2015	2	7.0	1	6
Rose AK, 2010, PAC ECON REV, V15, P340, DOI 10.1111/j.1468-0106.2010.00507.x	5.0	0.0	2.9846	2010	2012	2013	2	3.0	1	2
Giglio S, 2016, J FINANC ECON, V119, P457, DOI 10.1016/j.jfineco.2016.01.010	30.0	0.0	5.1642	2016	2018	2020	3	2.0	1	2
Anand K, 2015, QUANT FINANC, V15, P625, DOI 10.1080/14697688.2014.968195	31.0	0.0	4.8071	2015	2017	2018	2	3.0	1	2
Boss M, 2004, QUANT FINANC, V4, P677, DOI 10.1080/14697680400020325	11.0	0.0	6.6966	2004	2010	2012	3	8.0	1	6
Giordano R, 2013, INT FINANC, V16, P131, DOI 10.1111/j.1468-2362.2013.12033.x	17.0	0.0	4.2904	2013	2017	2018	2	4.0	1	4
Laeven L, 2009, J FINANC ECON, V93, P259, DOI 10.1016/j.jfineco.2008.09.003	34.0	0.0	6.6916	2009	2014	2017	4	7.0	1	5
Brownlees C, 2017, REV FINANC STUD, V30, P48, DOI 10.1093/rfs/hhw060	78.0	0.0	19.1823	2017	2018	2020	3	1.0	1	1
Caporin M, 2013, 18741 NBER, V0, P0	8.0	0.0	3.1032	2013	2016	2017	2	4.0	1	3
Brunnermeier Markus, 2009, GENEVA REPORTS WORLD, V0, P11	6.0	0.0	3.0124	2009	2014	2015	2	6.0	1	5
Black L, 2016, J BANK FINANC, V63, P107, DOI 10.1016/j.jbankfin.2015.09.007	26.0	0.0	4.3453	2016	2017	2020	4	2.0	1	1
Gallegati M, 2012, COMPUT STAT DATA AN, V56, P3491, DOI 10.1016/j.csda.2010.11.003	15.0	0.0	3.37	2012	2014	2016	3	4.0	1	2
Amini H, 2016, MATH FINANC, V26, P329, DOI 10.1111/mafi.12051	37.0	0.0	3.4081	2016	2017	2020	4	2.0	1	1
Haldane AG, 2011, NATURE, V469, P351, DOI 10.1038/nature09659	115.0	0.0	3.7851	2011	2015	2016	2	5.0	1	4
Acharya V V, 2009, WORKING PAPER, V0, P0	6.0	0.0	3.0124	2009	2014	2015	2	5.0	1	5
Nier E, 2007, J ECON DYN CONTROL, V31, P2033, DOI 10.1016/j.jedc.2007.01.014	79.0	0.0	28.9106	2007	2010	2015	6	7.0	1	3
@PHRASEtest	59.0	0.0	3.8334	2012	2012	2014	3	4.0	1	0
@PHRASEconnectedness	66.0	0.0	8.1841	2014	2018	2020	3	4.0	1	4
Wang GJ, 2018, EMERG MARK REV, V35, P1, DOI 10.1016/j.ememar.2017.12.001	9.0	0.0	3.0037	2018	2018	2020	3	1.0	1	0
@PHRASEimpulse response analysis	20.0	0.0	3.2092	2014	2018	2020	3	4.0	1	4
Shin HS, 2009, J ECON PERSPECT, V23, P101, DOI 10.1257/jep.23.1.101	14.0	0.0	5.6812	2009	2012	2015	4	4.0	1	3
Nelsen R B, 2006, INTRO COPULAS, V0, P0	6.0	0.0	3.5817	2006	2012	2013	2	7.0	1	6
Mensi W, 2017, J BANK FINANC, V75, P258, DOI 10.1016/j.jbankfin.2016.11.017	13.0	0.0	4.3398	2017	2018	2020	3	1.0	1	1
@PHRASEoil	12.0	0.0	4.0057	2018	2018	2020	3	0.0	1	0
Brunnermeier MK, 2009, REV FINANC STUD, V22, P2201, DOI 10.1093/rfs/hhn098	142.0	0.0	16.4856	2009	2010	2015	6	6.0	1	1
Jackson MO, 2008, SOCIAL AND ECONOMIC NETWORKS, V0, P1	22.0	0.0	8.2682	2008	2010	2014	5	6.0	1	2
Rua A, 2009, J EMPIR FINANC, V16, P632, DOI 10.1016/j.jempfin.2009.02.002	8.0	0.0	3.1032	2009	2016	2017	2	8.0	1	7
Beck T, 2006, J BANK FINANC, V30, P1581, DOI 10.1016/j.jbankfin.2005.05.010	12.0	0.0	5.642	2006	2010	2014	5	8.0	1	4
Weiss GNF, 2014, J FINANC STABIL, V13, P95, DOI 10.1016/j.jfs.2014.05.001	9.0	0.0	3.0037	2014	2018	2020	3	5.0	1	4
Mendoza EG, 2010, J MONETARY ECON, V57, P24, DOI 10.1016/j.jmoneco.2009.10.009	5.0	0.0	2.9846	2010	2012	2013	2	3.0	1	2
Longstaff FA, 2010, J FINANC ECON, V97, P436, DOI 10.1016/j.jfineco.2010.01.002	41.0	0.0	4.334	2010	2012	2014	3	5.0	1	2
@PHRASErisk management	51.0	0.0	3.9261	2008	2009	2015	7	7.0	1	1
Bardoscia M, 2017, NAT COMMUN, V8, P0, DOI 10.1038/ncomms14416	14.0	0.0	4.674	2017	2018	2020	3	1.0	1	1
Reboredo JC, 2012, J POLICY MODEL, V34, P419, DOI 10.1016/j.jpolmod.2011.10.005	7.0	0.0	3.5146	2012	2014	2015	2	3.0	1	2
Reinhart CM, 2008, AM ECON REV, V98, P339, DOI 10.1257/aer.98.2.339	5.0	0.0	2.9846	2008	2012	2013	2	5.0	1	4
Stiroh KJ, 2006, J BANK FINANC, V30, P2131, DOI 10.1016/j.jbankfin.2005.04.030	8.0	0.0	4.7763	2006	2012	2013	2	7.0	1	6
@PHRASEextreme value theory	5.0	0.0	2.9846	2012	2012	2013	2	1.0	1	0
@PHRASEeconomic growth	10.0	0.0	3.3377	2018	2018	2020	3	1.0	1	0
De Jonghe O, 2010, J FINANC INTERMED, V19, P387, DOI 10.1016/j.jfi.2009.04.001	50.0	0.0	6.4282	2010	2012	2015	4	5.0	1	2
McNeil A J, 2005, QUANTITATIVE RISK MA, V0, P0	12.0	0.0	6.6694	2005	2010	2013	4	7.0	1	5
Ahmad W, 2013, ECON MODEL, V33, P209, DOI 10.1016/j.econmod.2013.04.009	16.0	0.0	3.2622	2013	2017	2018	2	4.0	1	4
Betz F, 2014, J BANK FINANC, V45, P225, DOI 10.1016/j.jbankfin.2013.11.041	9.0	0.0	3.0037	2014	2018	2020	3	5.0	1	4
@PHRASEcounterparty risk	19.0	0.0	3.7359	2014	2014	2017	4	1.0	1	0
@PHRASEcrise	91.0	0.0	5.4834	2010	2010	2012	3	6.0	1	0
@PHRASEfinancial crise	80.0	0.0	3.4798	2012	2012	2014	3	4.0	1	0
@PHRASEpanics	14.0	0.0	4.2768	2010	2010	2011	2	8.0	1	0
@PHRASEg28	15.0	0.0	3.7376	2010	2011	2013	3	3.0	1	1
Brownlees C T, 2012, VOLATILITY CORRELATI, V0, P0	8.0	0.0	3.1032	2012	2016	2017	2	5.0	1	4
Ejsing J, 2011, ECON LETT, V110, P28, DOI 10.1016/j.econlet.2010.10.001	11.0	0.0	3.6717	2011	2018	2020	3	8.0	1	7
Harrington SE, 2009, J RISK INSUR, V76, P785, DOI 10.1111/j.1539-6975.2009.01330.x	24.0	0.0	5.9506	2009	2014	2016	3	6.0	1	5
Hammoudeh S, 2014, PAC-BASIN FINANC J, V30, P189, DOI 10.1016/j.pacfin.2014.10.001	8.0	0.0	3.1032	2014	2016	2017	2	3.0	1	2
Paltalidis N, 2015, J BANK FINANC, V61, P0, DOI 10.1016/j.jbankfin.2015.03.021	10.0	0.0	3.3377	2015	2018	2020	3	4.0	1	3
Stulz RM, 2010, J ECON PERSPECT, V24, P73, DOI 10.1257/jep.24.1.73	19.0	0.0	2.7843	2010	2012	2014	3	5.0	1	2
Zawadowski A, 2013, REV FINANC STUD, V26, P1291, DOI 10.1093/rfs/hht008	8.0	0.0	3.1032	2013	2016	2017	2	3.0	1	3
Acharya VV, 2008, J MONEY CREDIT BANK, V40, P215, DOI 10.1111/j.1538-4616.2008.00110.x	7.0	0.0	4.179	2008	2012	2013	2	5.0	1	4
Chen C, 2013, MANAGE SCI, V59, P1373, DOI 10.1287/mnsc.1120.1631	12.0	0.0	4.0057	2013	2018	2020	3	5.0	1	5
Brusco S, 2007, J FINANC, V62, P2275, DOI 10.1111/j.1540-6261.2007.01275.x	6.0	0.0	3.9122	2007	2010	2011	2	4.0	1	3
Zhou C, 2010, INT J CENT BANK, V6, P205	38.0	0.0	2.9358	2010	2012	2015	4	5.0	1	2
@PHRASEg01	13.0	0.0	5.275	2012	2012	2015	4	3.0	1	0
Alessandri P, 2009, INT J CENT BANK, V5, P47	6.0	0.0	3.0124	2009	2014	2015	2	5.0	1	5
@PHRASEmarket discipline	16.0	0.0	4.0376	2010	2010	2013	4	3.0	1	0
Laeven L, 2016, J BANK FINANC, V69, P0, DOI 10.1016/j.jbankfin.2015.06.022	20.0	0.0	6.6798	2016	2018	2020	3	3.0	1	2
Arora N, 2012, J FINANC ECON, V103, P280, DOI 10.1016/j.jfineco.2011.10.001	10.0	0.0	3.3377	2012	2018	2020	3	7.0	1	6
Huang R, 2011, J FINANC INTERMED, V20, P248, DOI 10.1016/j.jfi.2010.06.003	10.0	0.0	3.8795	2011	2016	2017	2	6.0	1	5
@PHRASEnetwork analysis	11.0	0.0	3.6717	2018	2018	2020	3	1.0	1	0
Jorion P, 2007, VALUE RISK NEW BENCH, V0, P0	7.0	0.0	3.5146	2007	2014	2015	2	8.0	1	7
@PHRASEbubble	9.0	0.0	3.0037	2018	2018	2020	3	0.0	1	0
Ehrmann M, 2017, J INT MONEY FINANC, V70, P26, DOI 10.1016/j.jimonfin.2016.08.005	9.0	0.0	3.0037	2017	2018	2020	3	1.0	1	1
Affinito M, 2012, J BANK FINANC, V36, P3163, DOI 10.1016/j.jbankfin.2011.11.016	7.0	0.0	3.5146	2012	2014	2015	2	3.0	1	2
Perotti E, 2011, INT J CENT BANK, V7, P3	7.0	0.0	3.5146	2011	2014	2015	2	4.0	1	3
Forte S, 2009, J BANK FINANC, V33, P2013, DOI 10.1016/j.jbankfin.2009.04.015	5.0	0.0	2.9846	2009	2012	2013	2	3.0	1	3
Elliott M, 2014, AM ECON REV, V104, P3115, DOI 10.1257/aer.104.10.3115	102.0	0.0	3.5379	2014	2018	2020	3	4.0	1	4
Castro C, 2014, J EMPIR FINANC, V25, P1, DOI 10.1016/j.jempfin.2013.10.009	11.0	0.0	4.2677	2014	2016	2017	2	3.0	1	2
@PHRASEcomplexity	29.0	0.0	2.8832	2016	2016	2018	3	2.0	1	0
Poledna S, 2015, J FINANC STABIL, V20, P70, DOI 10.1016/j.jfs.2015.08.001	40.0	0.0	4.6055	2015	2017	2020	4	3.0	1	2
@PHRASEempirical evidence	8.0	0.0	3.1032	2016	2016	2017	2	1.0	1	0
Caballero RJ, 2008, J FINANC, V63, P2195, DOI 10.1111/j.1540-6261.2008.01394.x	6.0	0.0	3.9122	2008	2010	2011	2	2.0	1	2
Stein JC, 2012, Q J ECON, V127, P57, DOI 10.1093/qje/qjr054	14.0	0.0	3.2569	2012	2015	2017	3	4.0	1	3
Ellul A, 2013, J FINANC, V68, P1757, DOI 10.1111/jofi.12057	11.0	0.0	3.6717	2013	2018	2020	3	5.0	1	5
Dungey M, 2007, J APPL ECONOM, V22, P89, DOI 10.1002/jae.936	15.0	0.0	6.0874	2007	2012	2015	4	7.0	1	5
Bekaert G, 2014, J FINANC, V69, P2597, DOI 10.1111/jofi.12203	52.0	0.0	3.8347	2014	2017	2020	4	4.0	1	3
Broner FA, 2006, J INT ECON, V69, P203, DOI 10.1016/j.jinteco.2005.05.004	5.0	0.0	2.9846	2006	2012	2013	2	6.0	1	6
@PHRASEdeposit insurance	82.0	0.0	7.3686	2010	2010	2014	5	5.0	1	0
Cimini G, 2015, SCI REP-UK, V5, P0, DOI 10.1038/srep15758	20.0	0.0	3.2111	2015	2017	2018	2	3.0	1	2
@PHRASEcapital shortfall	31.0	0.0	10.3611	2018	2018	2020	3	1.0	1	0
BCBS, 2011, GLOB SYST IMP BANKS, V0, P0	14.0	0.0	5.6812	2011	2012	2015	4	3.0	1	1
@PHRASEfail	14.0	0.0	4.674	2018	2018	2020	3	0.0	1	0
Wagner W, 2010, J FINANC INTERMED, V19, P373, DOI 10.1016/j.jfi.2009.07.002	62.0	0.0	7.34	2010	2011	2014	4	5.0	1	1
Corsi F, 2016, OPER RES, V64, P1073, DOI 10.1287/opre.2015.1464	9.0	0.0	3.0037	2016	2018	2020	3	3.0	1	2
Cont R, 2013, MATH FINANC, V23, P718, DOI 10.1111/j.1467-9965.2011.00510.x	12.0	0.0	4.0057	2013	2018	2020	3	6.0	1	5
@PHRASEcontagion effect	8.0	0.0	3.1032	2016	2016	2017	2	0.0	1	0
Bharath ST, 2008, REV FINANC STUD, V21, P1339, DOI 10.1093/rfs/hhn044	11.0	0.0	4.9334	2008	2012	2014	3	6.0	1	4
Gauthier C, 2010, 20104 BANK CAN, V0, P0	5.0	0.0	2.9846	2010	2012	2013	2	3.0	1	2
Bekaert G, 2005, J BUS, V78, P39, DOI 10.1086/426519	15.0	0.0	8.3385	2005	2010	2013	4	7.0	1	5
Jorion P, 2009, J FINANC, V64, P2053, DOI 10.1111/j.1540-6261.2009.01494.x	27.0	0.0	6.1882	2009	2012	2014	3	5.0	1	3
@PHRASEannouncement	9.0	0.0	5.001	2010	2010	2013	4	2.0	1	0
@PHRASEeurozone	17.0	0.0	3.3423	2014	2014	2017	4	2.0	1	0
@PHRASEsovereign	10.0	0.0	3.3377	2018	2018	2020	3	1.0	1	0
Halaj G, 2013, COMPUT MANAG SCI, V10, P157, DOI 10.1007/s10287-013-0168-4	23.0	0.0	3.7941	2013	2016	2018	3	5.0	1	3
@PHRASEinformation	88.0	0.0	10.1111	2010	2010	2013	4	6.0	1	0
Adrian T, 2011, WORKING PAPER, V0, P0	23.0	0.0	4.6182	2011	2014	2015	2	4.0	1	3
Diebold FX, 2014, J ECONOMETRICS, V182, P119, DOI 10.1016/j.jeconom.2014.04.012	96.0	0.0	7.8028	2014	2018	2020	3	4.0	1	4
Lenzu S, 2012, PHYSICA A, V391, P4331, DOI 10.1016/j.physa.2012.03.035	21.0	0.0	4.8587	2012	2014	2016	3	4.0	1	2
Adrian T, 2008, 348 FED RES BANK NEW, V0, P0	8.0	0.0	4.4451	2008	2010	2013	4	4.0	1	2
Pais A, 2011, J BANK FINANC, V35, P681, DOI 10.1016/j.jbankfin.2010.05.012	6.0	0.0	3.0124	2011	2014	2015	2	3.0	1	3
Greenwood R, 2015, J FINANC ECON, V115, P471, DOI 10.1016/j.jfineco.2014.11.006	43.0	0.0	5.3456	2015	2018	2020	3	3.0	1	3
VANLELYVELD I, 2006, INT J CENT BANK, V2, P99	5.0	0.0	3.2599	2006	2010	2011	2	5.0	1	4
Hilscher J, 2010, REV FINANC, V14, P235, DOI 10.1093/rof/rfq005	10.0	0.0	3.8795	2010	2016	2017	2	6.0	1	6
Galati G, 2013, J ECON SURV, V27, P846, DOI 10.1111/j.1467-6419.2012.00729.x	20.0	0.0	3.9052	2013	2017	2018	2	5.0	1	4
@PHRASEinternational transmission	7.0	0.0	3.5146	2014	2014	2015	2	1.0	1	0
de Souza SRS, 2016, J ECON DYN CONTROL, V66, P54, DOI 10.1016/j.jedc.2016.03.003	11.0	0.0	3.6717	2016	2018	2020	3	3.0	1	2
@PHRASEdistribution	13.0	0.0	3.6016	2012	2012	2013	2	1.0	1	0
Allen F, 2009, NETWORK CHALLENGE ST, V0, P367	33.0	0.0	7.1559	2009	2012	2015	4	6.0	1	3
Glasserman P, 2016, J ECON LIT, V54, P779, DOI 10.1257/jel.20151228	29.0	0.0	9.6914	2016	2018	2020	3	3.0	1	2
@PHRASEcascade	7.0	0.0	3.5146	2014	2014	2015	2	0.0	1	0
Clauset A, 2009, SIAM REV, V51, P661, DOI 10.1137/070710111	16.0	0.0	3.7337	2009	2014	2016	3	6.0	1	5
Feinstein Z, 2017, SIAM J FINANC MATH, V8, P672, DOI 10.1137/16M1066087	10.0	0.0	3.3377	2017	2018	2020	3	2.0	1	1
Ivashina V, 2010, J FINANC ECON, V97, P319, DOI 10.1016/j.jfineco.2009.12.001	20.0	0.0	5.0096	2010	2012	2013	2	6.0	1	2
Uhde A, 2009, J BANK FINANC, V33, P1299, DOI 10.1016/j.jbankfin.2009.01.006	12.0	0.0	2.9716	2009	2010	2011	2	8.0	1	1
Flannery MJ, 2013, J FINANC INTERMED, V22, P55, DOI 10.1016/j.jfi.2012.08.001	9.0	0.0	3.4913	2013	2016	2017	2	4.0	1	3
Goldstein I, 2004, J ECON THEORY, V119, P151, DOI 10.1016/j.jet.2004.03.004	5.0	0.0	3.2599	2004	2010	2011	2	6.0	1	6
Baker SR, 2016, Q J ECON, V131, P1593, DOI 10.1093/qje/qjw024	10.0	0.0	3.3377	2016	2018	2020	3	3.0	1	2
Giesecke K, 2004, J BANK FINANC, V28, P3009, DOI 10.1016/j.jbankfin.2003.11.002	9.0	0.0	5.829	2004	2006	2011	6	6.0	1	2
Reinhart CM, 2011, AM ECON REV, V101, P1676, DOI 10.1257/aer.101.5.1676	8.0	0.0	3.1032	2011	2016	2017	2	6.0	1	5
@PHRASEmanagement	68.0	0.0	3.8142	2010	2010	2013	4	6.0	1	0
Brown CO, 2011, REV FINANC STUD, V24, P1378, DOI 10.1093/rfs/hhp039	14.0	0.0	2.8115	2011	2012	2013	2	7.0	1	1
Ait-Sahalia Y, 2015, J FINANC ECON, V117, P585, DOI 10.1016/j.jfineco.2015.03.002	11.0	0.0	3.6717	2015	2018	2020	3	3.0	1	3
Corsetti G, 2005, J INT MONEY FINANC, V24, P1177, DOI 10.1016/j.jimonfin.2005.08.012	10.0	0.0	5.9712	2005	2012	2013	2	7.0	1	7
@PHRASEcapital requirement	24.0	0.0	2.9181	2012	2013	2014	2	5.0	1	1
Dungey M, 2005, QUANT FINANC, V5, P9, DOI 10.1080/14697680500142045	8.0	0.0	4.7763	2005	2012	2013	2	8.0	1	7
@PHRASEbasel iii	16.0	0.0	3.1455	2014	2014	2017	4	2.0	1	0
Diebold FX, 2012, INT J FORECASTING, V28, P57, DOI 10.1016/j.ijforecast.2011.02.006	58.0	0.0	3.4136	2012	2018	2020	3	6.0	1	6
Cocco JF, 2009, J FINANC INTERMED, V18, P24, DOI 10.1016/j.jfi.2008.06.003	43.0	0.0	4.9696	2009	2012	2015	4	6.0	1	3
@PHRASEfinancial integration	15.0	0.0	5.466	2010	2010	2015	6	3.0	1	0
Guo F, 2011, INT REV ECON FINANC, V20, P95, DOI 10.1016/j.iref.2010.07.009	9.0	0.0	3.0037	2011	2018	2020	3	8.0	1	7
@PHRASEbanking regulation	13.0	0.0	3.3366	2014	2014	2016	3	2.0	1	0
Geanakoplos J, 2010, NBER MACROECON ANNU, V24, P1	7.0	0.0	3.5146	2010	2014	2015	2	4.0	1	4
Puliga M, 2014, SCI REP-UK, V4, P0, DOI 10.1038/srep06822	10.0	0.0	3.3377	2014	2018	2020	3	4.0	1	4
Schweitzer F, 2009, SCIENCE, V325, P422, DOI 10.1126/science.1173644	25.0	0.0	3.8995	2009	2012	2016	5	6.0	1	3
De Jonghe O, 2015, J BANK FINANC, V61, P0, DOI 10.1016/j.jbankfin.2014.12.024	10.0	0.0	3.3377	2015	2018	2020	3	3.0	1	3
Duffie D, 2011, REV ASSET PRICING ST, V1, P74, DOI 10.1093/rapstu/rar001	37.0	0.0	4.6512	2011	2016	2017	2	6.0	1	5
Giesecke K, 2006, J ECON DYN CONTROL, V30, P741, DOI 10.1016/j.jedc.2005.01.004	10.0	0.0	5.5571	2006	2010	2013	4	6.0	1	4
Cornett MM, 2011, J FINANC ECON, V101, P297, DOI 10.1016/j.jfineco.2011.03.001	7.0	0.0	3.5146	2011	2014	2015	2	4.0	1	3
@PHRASEmarket	343.0	0.0	5.1661	2006	2006	2011	6	10.0	1	0
Iori G, 2008, J ECON DYN CONTROL, V32, P259, DOI 10.1016/j.jedc.2007.01.032	46.0	0.0	12.3022	2008	2012	2016	5	7.0	1	4
Gjika D, 2013, ECON MODEL, V33, P55, DOI 10.1016/j.econmod.2013.03.015	8.0	0.0	3.1032	2013	2016	2017	2	4.0	1	3
Baele L, 2007, J BANK FINANC, V31, P1999, DOI 10.1016/j.jbankfin.2006.08.003	10.0	0.0	4.0569	2007	2012	2015	4	7.0	1	5
Adrian T, 2011, 17454 NBER, V0, P0	23.0	0.0	6.1743	2011	2013	2015	3	4.0	1	2
Gandy A, 2017, MANAGE SCI, V63, P4428, DOI 10.1287/mnsc.2016.2546	10.0	0.0	3.3377	2017	2018	2020	3	2.0	1	1
Soramaki K, 2007, PHYSICA A, V379, P317, DOI 10.1016/j.physa.2006.11.093	33.0	0.0	13.4085	2007	2012	2015	4	7.0	1	5
Acharya V, 2014, J MONETARY ECON, V65, P36, DOI 10.1016/j.jmoneco.2014.04.014	21.0	0.0	2.8493	2014	2018	2020	3	4.0	1	4
Benoit S, 2017, REV FINANC, V21, P109, DOI 10.1093/rof/rfw026	26.0	0.0	8.6871	2017	2018	2020	3	2.0	1	1
@PHRASEcredit contagion	11.0	0.0	6.1132	2010	2010	2013	4	2.0	1	0
Kritzman M, 2010, FINANC ANAL J, V66, P30, DOI 10.2469/faj.v66.n5.3	8.0	0.0	3.1032	2010	2016	2017	2	6.0	1	6
Longstaff FA, 2005, J FINANC, V60, P2213, DOI 10.1111/j.1540-6261.2005.00797.x	5.0	0.0	2.9846	2005	2012	2013	2	8.0	1	7
Shin HS, 2008, J FINANC INTERMED, V17, P315, DOI 10.1016/j.jfi.2008.02.003	19.0	0.0	5.0725	2008	2012	2016	5	7.0	1	4
Mian A, 2009, Q J ECON, V124, P1449, DOI 10.1162/qjec.2009.124.4.1449	6.0	0.0	3.0124	2009	2014	2015	2	6.0	1	5
@PHRASEinstitution	25.0	0.0	3.7746	2012	2012	2014	3	3.0	1	0
Reboredo JC, 2013, J BANK FINANC, V37, P2665, DOI 10.1016/j.jbankfin.2013.03.020	6.0	0.0	3.0124	2013	2014	2015	2	2.0	1	1
Rodriguez JC, 2007, J EMPIR FINANC, V14, P401, DOI DOI 10.1016/J.JEMPFIN.2006.07.002	32.0	0.0	11.674	2007	2010	2015	6	7.0	1	3
Borio C, 2009, BIS Q REV, V0, P29	16.0	0.0	5.8308	2009	2010	2015	6	4.0	1	1
**BaselCommitteeonBankingSupervision, 2011, GLOB SYST IMP BANKS, V0, P0	20.0	0.0	4.1306	2011	2013	2015	3	4.0	1	2
Acharya VV, 2009, RESTORING FINANCIAL, V0, P0	21.0	0.0	11.6786	2009	2010	2013	4	3.0	1	1
Adrian T, 2016, AM ECON REV, V106, P1705, DOI 10.1257/aer.20120555	157.0	0.0	27.6888	2016	2018	2020	3	2.0	1	2
Bartram SM, 2007, J FINANC ECON, V86, P835, DOI 10.1016/j.jfineco.2006.10.001	15.0	0.0	6.2877	2007	2012	2014	3	6.0	1	5
Acharya VV, 2008, REV FINANC STUD, V21, P2705, DOI 10.1093/rfs/hhm078	17.0	0.0	6.1956	2008	2010	2015	6	5.0	1	2
@PHRASEliquidity	275.0	0.0	10.1189	2010	2010	2012	3	6.0	1	0
May RM, 2010, J R SOC INTERFACE, V7, P823, DOI 10.1098/rsif.2009.0359	36.0	0.0	5.4523	2010	2012	2016	5	5.0	1	2
Upper C, 2004, EUR ECON REV, V48, P827, DOI 10.1016/j.euroecorev.2003.12.009	12.0	0.0	7.3059	2004	2010	2012	3	7.0	1	6
